Timestamp,League,DisplayName,BaseName,ClassName,Rarity,StackSize,Enchanted1_Display
2026-01-15T18:51:51.6633166+00:00,Unknown,Replica Tempestuous Steel,War Sword,One Hand Sword,Unique,,
2026-01-15T18:51:51.6633201+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T18:51:58.4482570+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-15T18:51:59.4602649+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T18:52:53.7853371+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T18:52:53.7853593+00:00,Unknown,The Hidden Blade,Ambusher,Dagger,Unique,,
2026-01-15T18:52:53.7853616+00:00,Unknown,Replica Pacifism,Viridian Jewel,Jewel,Unique,,
2026-01-15T18:52:53.7853647+00:00,Unknown,Carnal Sceptre,Carnal Sceptre,Sceptre,Rare,,Enchantment Caster Damage Modifier Effect
2026-01-15T18:52:53.7853793+00:00,Unknown,1x Exalted Orb,Exalted Orb,StackableCurrency,,1,
2026-01-15T18:54:36.3550020+00:00,Unknown,Astral Leather,Astral Leather,Body Armour,Rare,,Enchantment Defence Modifier Effect and No Red Sockets
2026-01-15T18:54:37.3726708+00:00,Unknown,Abyssal Sceptre,Abyssal Sceptre,Sceptre,Rare,,Enchantment Lightning Modifier Effect and Ailment Modifier Effect
2026-01-15T18:54:37.3727054+00:00,Unknown,Cold-attuned Buckler,Cold-attuned Buckler,Shield,Rare,,
2026-01-15T18:54:37.3727116+00:00,Unknown,Replica Tempestuous Steel,War Sword,One Hand Sword,Unique,,
2026-01-15T18:54:37.3727142+00:00,Unknown,Replica Victario's Charity,Laminated Kite Shield,Shield,Unique,,
2026-01-15T18:55:26.9886399+00:00,Unknown,Abyssal Sceptre,Abyssal Sceptre,Sceptre,Rare,,Enchantment Lightning Modifier Effect and Ailment Modifier Effect
2026-01-15T18:55:33.7882880+00:00,Unknown,Abyssal Sceptre,Abyssal Sceptre,Sceptre,Rare,,Enchantment Lightning Modifier Effect and Ailment Modifier Effect
2026-01-15T18:55:52.6404093+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-15T18:55:52.6404211+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T18:55:52.6404232+00:00,Unknown,Replica Voidwalker,Murder Boots,Boots,Unique,,
2026-01-15T18:55:52.6404289+00:00,Unknown,Replica Restless Ward,Carnal Armour,Body Armour,Unique,,
2026-01-15T18:55:52.6405905+00:00,Unknown,15x Orb of Binding,Orb of Binding,StackableCurrency,,15,
2026-01-15T18:56:03.1180544+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-15T18:57:44.9559971+00:00,Unknown,Ezomyte Dagger,Ezomyte Dagger,Rune Dagger,Rare,,Enchantment Critical Modifier Effect
2026-01-15T18:57:44.9560438+00:00,Unknown,1x Tempering Orb,Tempering Orb,StackableCurrency,,1,
2026-01-15T18:57:44.9560470+00:00,Unknown,19x Enkindling Orb,Enkindling Orb,StackableCurrency,,19,
2026-01-15T18:57:51.2082434+00:00,Unknown,Replica Pillars of Arun,Dunes Map,Map,Unique,,
2026-01-15T18:57:52.2132693+00:00,Unknown,Ezomyte Dagger,Ezomyte Dagger,Rune Dagger,Rare,,Enchantment Critical Modifier Effect
2026-01-15T18:59:02.7139051+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T18:59:03.1498201+00:00,Unknown,Replica Ambu's Charge,Crusader Chainmail,Body Armour,Unique,,
2026-01-15T18:59:03.1498317+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T18:59:03.1498392+00:00,Unknown,20x Orb of Scouring,Orb of Scouring,StackableCurrency,,20,
2026-01-15T18:59:03.1498440+00:00,Unknown,Replica Wings of Entropy,Ezomyte Axe,Two Hand Axe,Unique,,
2026-01-15T19:00:16.3150888+00:00,Unknown,Replica Winterheart,Gold Amulet,Amulet,Unique,,
2026-01-15T19:00:17.1215079+00:00,Unknown,Replica Earendel's Embrace,Grinning Fetish,Sceptre,Unique,,
2026-01-15T19:00:17.1215176+00:00,Unknown,Dragoon Sword,Dragoon Sword,Thrusting One Hand Sword,Rare,,Enchantment Chaos Modifier Effect and White Sockets
2026-01-15T19:00:17.1215267+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:00:17.1215318+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-15T19:01:36.1431587+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:01:39.2536580+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:01:39.2536756+00:00,Unknown,20x Instilling Orb,Instilling Orb,StackableCurrency,,20,
2026-01-15T19:01:39.2536804+00:00,Unknown,17x Orb of Scouring,Orb of Scouring,StackableCurrency,,17,
2026-01-15T19:01:39.2536822+00:00,Unknown,16x Vaal Orb,Vaal Orb,StackableCurrency,,16,
2026-01-15T19:01:41.5738525+00:00,Unknown,Replica Bones of Ullr,Silk Slippers,Boots,Unique,,
2026-01-15T19:01:48.6012042+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:02:07.7241583+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:02:36.9506337+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:02:36.9506495+00:00,Unknown,Replica Lioneye's Paws,Bronzescale Boots,Boots,Unique,,
2026-01-15T19:02:36.9506524+00:00,Unknown,Replica Innsbury Edge,Elder Sword,One Hand Sword,Unique,,
2026-01-15T19:02:36.9506587+00:00,Unknown,Tyrant's Sekhem,Tyrant's Sekhem,Sceptre,Rare,,Enchantment Chaos Modifier Effect and Speed Modifier Effect
2026-01-15T19:02:36.9506676+00:00,Unknown,Carnal Armour,Carnal Armour,Body Armour,Rare,,Enchantment Attribute Requirements
2026-01-15T19:03:35.3887954+00:00,Unknown,Replica Sorrow of the Divine,Sulphur Flask,UtilityFlask,Unique,,
2026-01-15T19:03:35.3888160+00:00,Unknown,Occultist's Vestment,Occultist's Vestment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:03:35.3888313+00:00,Unknown,Replica Tempestuous Steel,War Sword,One Hand Sword,Unique,,
2026-01-15T19:03:35.3888394+00:00,Unknown,Plated Maul,Plated Maul,Two Hand Mace,Rare,,Enchantment Chaos Modifier Effect and Critical Modifier Effect Penalty
2026-01-15T19:03:41.1262730+00:00,Unknown,Infernal Blade,Infernal Blade,Rune Dagger,Rare,,
2026-01-15T19:04:27.9343374+00:00,Unknown,Replica Cold Iron Point,Ezomyte Dagger,Rune Dagger,Unique,,
2026-01-15T19:04:27.9343517+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-15T19:04:27.9343539+00:00,Unknown,Pneumatic Dagger,Pneumatic Dagger,Dagger,Rare,,
2026-01-15T19:04:27.9343664+00:00,Unknown,Sundering Axe,Sundering Axe,Two Hand Axe,Rare,,Enchantment Ailment Modifier Effect
2026-01-15T19:04:35.4871193+00:00,Unknown,Replica Oro's Sacrifice,Infernal Sword,Two Hand Sword,Unique,,
2026-01-15T19:05:03.9825990+00:00,Unknown,Replica Wings of Entropy,Ezomyte Axe,Two Hand Axe,Unique,,
2026-01-15T19:05:03.9826084+00:00,Unknown,Replica Three-step Assault,Shagreen Boots,Boots,Unique,,
2026-01-15T19:05:03.9826112+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:05:03.9826199+00:00,Unknown,18x Vaal Orb,Vaal Orb,StackableCurrency,,18,
2026-01-15T19:05:03.9826226+00:00,Unknown,Replica Three-step Assault,Shagreen Boots,Boots,Unique,,
2026-01-15T19:05:14.8694148+00:00,Unknown,Replica Wings of Entropy,Ezomyte Axe,Two Hand Axe,Unique,,
2026-01-15T19:05:16.9395346+00:00,Unknown,Replica Three-step Assault,Shagreen Boots,Boots,Unique,,
2026-01-15T19:06:01.7068618+00:00,Unknown,Imperial Staff,Imperial Staff,Staff,Rare,,Enchantment Cold Modifier Effect and White Sockets
2026-01-15T19:06:04.3358719+00:00,Unknown,Imperial Staff,Imperial Staff,Staff,Rare,,Enchantment Cold Modifier Effect and White Sockets
2026-01-15T19:06:10.1397246+00:00,Unknown,1x Tailoring Orb,Tailoring Orb,StackableCurrency,,1,
2026-01-15T19:06:10.1397318+00:00,Unknown,Decimation Bow,Decimation Bow,Bow,Rare,,Enchantment Critical Modifier Effect
2026-01-15T19:06:13.2174104+00:00,Unknown,Replica Voideye,Unset Ring,Ring,Unique,,
2026-01-15T19:06:13.2174457+00:00,Unknown,Omen Wand,Omen Wand,Wand,Rare,,Enchantment Attribute Requirement
2026-01-15T19:07:30.5852360+00:00,Unknown,18x Vaal Orb,Vaal Orb,StackableCurrency,,18,
2026-01-15T19:07:30.5852458+00:00,Unknown,Mechanical Belt,Mechanical Belt,Belt,Rare,,
2026-01-15T19:07:30.5852716+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:07:30.5852753+00:00,Unknown,1x Expedition Scarab of Archaeology,Expedition Scarab of Archaeology,MapFragment,,1,
2026-01-15T19:07:41.0653037+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-15T19:08:44.7832189+00:00,Unknown,Replica Malachai's Artifice,Unset Ring,Ring,Unique,,
2026-01-15T19:08:44.7832325+00:00,Unknown,Replica Dreamfeather,Eternal Sword,One Hand Sword,Unique,,
2026-01-15T19:08:44.7832369+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-15T19:08:54.4676552+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-15T19:08:54.4676712+00:00,Unknown,Replica Malachai's Artifice,Unset Ring,Ring,Unique,,
2026-01-15T19:08:54.4676751+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:08:58.5181728+00:00,Unknown,Replica Dreamfeather,Eternal Sword,One Hand Sword,Unique,,
2026-01-15T19:09:37.3697504+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:09:37.3697637+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-15T19:09:37.3697682+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:09:37.3697820+00:00,Unknown,Twilight Regalia,Twilight Regalia,Body Armour,Rare,,Enchantment Life Modifier Effect
2026-01-15T19:09:37.3697870+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:09:40.7864796+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:09:40.7864937+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:09:42.6474860+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:09:42.6474973+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:09:44.0971289+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:09:44.0971795+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:09:44.9851061+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:09:44.9851206+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:09:46.4757853+00:00,Unknown,Twilight Regalia,Twilight Regalia,Body Armour,Rare,,Enchantment Life Modifier Effect
2026-01-15T19:09:47.8235221+00:00,Unknown,Twilight Regalia,Twilight Regalia,Body Armour,Rare,,Enchantment Life Modifier Effect
2026-01-15T19:09:47.8235426+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:09:50.6085701+00:00,Unknown,Twilight Regalia,Twilight Regalia,Body Armour,Rare,,Enchantment Life Modifier Effect
2026-01-15T19:09:50.6085921+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:10:01.5010787+00:00,Unknown,Twilight Regalia,Twilight Regalia,Body Armour,Rare,,Enchantment Life Modifier Effect
2026-01-15T19:10:01.5011181+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-15T19:10:01.5011208+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:10:02.6869791+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:10:02.6870276+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:10:16.5077422+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:10:18.4441009+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:10:18.4441378+00:00,Unknown,Crimson Raiment,Crimson Raiment,Body Armour,Rare,,Enchantment Resistance Modifier Effect
2026-01-15T19:10:19.4632278+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:10:19.4632413+00:00,Unknown,Replica Quill Rain,Gut Ripper,Claw,Unique,,
2026-01-15T19:10:20.4653168+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:11:16.5342478+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T19:11:16.5342614+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:11:16.5342638+00:00,Unknown,Majestic Plate,Majestic Plate,Body Armour,Rare,,Enchantment Mana Modifier Effect and Socket Penalty
2026-01-15T19:11:16.5342778+00:00,Unknown,Replica Quill Rain,Short Bow,Bow,Unique,,
2026-01-15T19:11:16.5342802+00:00,Unknown,Replica Bones of Ullr,Silk Slippers,Boots,Unique,,
2026-01-15T19:12:14.0020119+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-15T19:12:14.0020280+00:00,Unknown,Replica Allure,Vaal Claw,Claw,Unique,,
2026-01-15T19:12:14.0020379+00:00,Unknown,18x Orb of Scouring,Orb of Scouring,StackableCurrency,,18,
2026-01-15T19:12:14.0020423+00:00,Unknown,17x Orb of Scouring,Orb of Scouring,StackableCurrency,,17,
2026-01-15T19:12:22.5045338+00:00,Unknown,19x Instilling Orb,Instilling Orb,StackableCurrency,,19,
2026-01-15T19:12:26.9287701+00:00,Unknown,17x Orb of Scouring,Orb of Scouring,StackableCurrency,,17,
2026-01-15T19:13:39.9237367+00:00,Unknown,Replica Allure,Vaal Claw,Claw,Unique,,
2026-01-15T19:13:39.9237504+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-15T19:13:39.9237534+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-15T19:13:39.9237593+00:00,Unknown,Dread Maul,Dread Maul,Two Hand Mace,Rare,,Enchantment Critical Modifier Effect and No Red Sockets
2026-01-15T19:13:46.9920400+00:00,Unknown,Replica Blood Thorn,Gnarled Branch,Staff,Unique,,
2026-01-15T19:15:22.7117868+00:00,Unknown,17x Gemcutter's Prism,Gemcutter's Prism,StackableCurrency,,17,
2026-01-15T19:15:22.7118037+00:00,Unknown,16x Orb of Scouring,Orb of Scouring,StackableCurrency,,16,
2026-01-15T19:15:22.7118063+00:00,Unknown,Replica Cold Iron Point,Ezomyte Dagger,Rune Dagger,Unique,,
2026-01-15T19:15:22.7118368+00:00,Unknown,Replica Loreweave,Elegant Ringmail,Body Armour,Unique,,
2026-01-15T19:15:28.7375211+00:00,Unknown,Replica Rumi's Concoction,Granite Flask,UtilityFlask,Unique,,
2026-01-15T19:16:20.3739269+00:00,Unknown,Lion Sword,Lion Sword,Two Hand Sword,Rare,,Enchantment Chaos Modifier Effect and Attribute Requirement
2026-01-15T19:16:20.3739665+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:16:20.3739727+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-15T19:16:30.0213258+00:00,Unknown,Replica Mistwall,Lacquered Buckler,Shield,Unique,,
2026-01-15T19:16:30.0213379+00:00,Unknown,Replica Prismweave,Rustic Sash,Belt,Unique,,
2026-01-15T19:16:32.4762059+00:00,Unknown,Replica Leer Cast,Festival Mask,Helmet,Unique,,
2026-01-15T19:17:11.2504092+00:00,Unknown,Replica Lavianga's Spirit,Sanctified Mana Flask,ManaFlask,Unique,,
2026-01-15T19:17:11.2504225+00:00,Unknown,Assassin's Garb,Assassin's Garb,Body Armour,Rare,,Enchantment Mana Modifier Effect
2026-01-15T19:17:11.2504319+00:00,Unknown,Chain Hauberk,Chain Hauberk,Body Armour,Rare,,Enchantment Life Modifier Effect
2026-01-15T19:17:11.2504465+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:17:18.1997044+00:00,Unknown,Replica Advancing Fortress,Gut Ripper,Claw,Unique,,
2026-01-15T19:18:23.6431162+00:00,Unknown,Replica Inya's Epiphany,Arcanist Slippers,Boots,Unique,,
2026-01-15T19:18:23.6431282+00:00,Unknown,Replica Oro's Sacrifice,Infernal Sword,Two Hand Sword,Unique,,
2026-01-15T19:18:23.6431314+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T19:18:24.0822084+00:00,Unknown,16x Chaos Orb,Chaos Orb,StackableCurrency,,16,
2026-01-15T19:18:24.0822268+00:00,Unknown,15x Orb of Regret,Orb of Regret,StackableCurrency,,15,
2026-01-15T19:18:31.6798239+00:00,Unknown,15x Orb of Regret,Orb of Regret,StackableCurrency,,15,
2026-01-15T19:19:31.6413553+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:19:31.6413685+00:00,Unknown,Replica Infractem,Decimation Bow,Bow,Unique,,
2026-01-15T19:19:32.9722313+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:19:32.9722416+00:00,Unknown,Replica Infractem,Decimation Bow,Bow,Unique,,
2026-01-15T19:19:34.9907670+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:19:34.9907844+00:00,Unknown,Replica Infractem,Decimation Bow,Bow,Unique,,
2026-01-15T19:19:35.6886337+00:00,Unknown,Replica Allelopathy,Satin Gloves,Gloves,Unique,,
2026-01-15T19:19:35.6886444+00:00,Unknown,Replica Paradoxica,Vaal Rapier,Thrusting One Hand Sword,Unique,,
2026-01-15T19:19:35.6886504+00:00,Unknown,1x Tailoring Orb,Tailoring Orb,StackableCurrency,,1,
2026-01-15T19:19:43.9138612+00:00,Unknown,Replica Infractem,Decimation Bow,Bow,Unique,,
2026-01-15T19:19:43.9138814+00:00,Unknown,Replica Last Resort,Nailed Fist,Claw,Unique,,
2026-01-15T19:20:14.0350957+00:00,Unknown,Astral Leather,Astral Leather,Body Armour,Rare,,Enchantment Attribute Requirements
2026-01-15T19:20:15.0882180+00:00,Unknown,Astral Leather,Astral Leather,Body Armour,Rare,,Enchantment Attribute Requirements
2026-01-15T19:20:15.0882635+00:00,Unknown,Pneumatic Dagger,Pneumatic Dagger,Dagger,Rare,,
2026-01-15T19:20:16.3173295+00:00,Unknown,Pneumatic Dagger,Pneumatic Dagger,Dagger,Rare,,
2026-01-15T19:20:16.3173571+00:00,Unknown,Astral Leather,Astral Leather,Body Armour,Rare,,Enchantment Attribute Requirements
2026-01-15T19:20:16.3173649+00:00,Unknown,Replica Wings of Entropy,Ezomyte Axe,Two Hand Axe,Unique,,
2026-01-15T19:20:16.3173727+00:00,Unknown,16x Vaal Orb,Vaal Orb,StackableCurrency,,16,
2026-01-15T19:20:19.1510829+00:00,Unknown,Apex Cleaver,Apex Cleaver,Two Hand Axe,Rare,,
2026-01-15T19:20:24.5783687+00:00,Unknown,Replica Wings of Entropy,Ezomyte Axe,Two Hand Axe,Unique,,
2026-01-15T19:20:31.0096728+00:00,Unknown,Astral Leather,Astral Leather,Body Armour,Rare,,Enchantment Attribute Requirements
2026-01-15T19:20:31.0097213+00:00,Unknown,Pneumatic Dagger,Pneumatic Dagger,Dagger,Rare,,
2026-01-15T19:20:32.0111828+00:00,Unknown,Pneumatic Dagger,Pneumatic Dagger,Dagger,Rare,,
2026-01-15T19:20:32.0112196+00:00,Unknown,Astral Leather,Astral Leather,Body Armour,Rare,,Enchantment Attribute Requirements
2026-01-15T19:20:33.5388376+00:00,Unknown,Astral Leather,Astral Leather,Body Armour,Rare,,Enchantment Attribute Requirements
2026-01-15T19:21:35.2740699+00:00,Unknown,Replica Infractem,Decimation Bow,Bow,Unique,,
2026-01-15T19:21:35.2740823+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:21:35.2740855+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:21:35.2740899+00:00,Unknown,Butcher Axe,Butcher Axe,One Hand Axe,Rare,,Enchantment Attribute Modifier Effect
2026-01-15T19:21:41.2230934+00:00,Unknown,Replica Tulfall,Opal Wand,Wand,Unique,,
2026-01-15T19:21:43.5739311+00:00,Unknown,Butcher Axe,Butcher Axe,One Hand Axe,Rare,,Enchantment Attribute Modifier Effect
2026-01-15T19:22:25.4225179+00:00,Unknown,Replica Midnight Bargain,Calling Wand,Wand,Unique,,
2026-01-15T19:22:25.4225520+00:00,Unknown,Vaal Blade,Vaal Blade,One Hand Sword,Rare,,Enchantment Speed Modifier Effect
2026-01-15T19:22:34.0092159+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:22:34.0092265+00:00,Unknown,Thief's Trinket,Thief's Trinket,Trinket,Rare,,
2026-01-15T19:22:34.0092335+00:00,Unknown,17x Chaos Orb,Chaos Orb,StackableCurrency,,17,
2026-01-15T19:23:14.4358220+00:00,Unknown,Tornado Wand,Tornado Wand,Wand,Rare,,Enchantment Fire Modifier Effect and Attribute Requirement Penalty
2026-01-15T19:23:14.4358542+00:00,Unknown,Shattershard,Crimson Round Shield,Shield,Unique,,
2026-01-15T19:23:15.0991779+00:00,Unknown,Replica Tasalio’s Sign,Sapphire Ring,Ring,Unique,,
2026-01-15T19:23:15.0991949+00:00,Unknown,Platinum Sceptre,Platinum Sceptre,Sceptre,Rare,,Enchantment Cold Modifier Effect and Attribute Requirement
2026-01-15T19:23:17.3664928+00:00,Unknown,Replica Lioneye's Paws,Bronzescale Boots,Boots,Unique,,
2026-01-15T19:23:26.4321033+00:00,Unknown,Tornado Wand,Tornado Wand,Wand,Rare,,Enchantment Fire Modifier Effect and Attribute Requirement Penalty
2026-01-15T19:23:27.6119359+00:00,Unknown,Tornado Wand,Tornado Wand,Wand,Rare,,Enchantment Fire Modifier Effect and Attribute Requirement Penalty
2026-01-15T19:24:08.5499814+00:00,Unknown,Replica Fencoil,Gnarled Branch,Staff,Unique,,
2026-01-15T19:24:08.5499959+00:00,Unknown,Replica Fencoil,Gnarled Branch,Staff,Unique,,
2026-01-15T19:24:08.5499978+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T19:24:10.2360681+00:00,Unknown,Replica Voidwalker,Murder Boots,Boots,Unique,,
2026-01-15T19:24:10.2361024+00:00,Unknown,Spidersilk Robe,Spidersilk Robe,Body Armour,Rare,,Enchantment Defence Modifier Effect and White Socket
2026-01-15T19:24:25.6917460+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T19:24:44.9667568+00:00,Unknown,18x Blessed Orb,Blessed Orb,StackableCurrency,,18,
2026-01-15T19:24:44.9667661+00:00,Unknown,Replica Bones of Ullr,Silk Slippers,Boots,Unique,,
2026-01-15T19:24:45.4021073+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T19:24:45.4021199+00:00,Unknown,Replica Soul Tether,Cloth Belt,Belt,Unique,,
2026-01-15T19:24:46.6970468+00:00,Unknown,Replica Bloodplay,Stiletto,Dagger,Unique,,
2026-01-15T19:25:16.2351551+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:25:16.2351757+00:00,Unknown,18x Chaos Orb,Chaos Orb,StackableCurrency,,18,
2026-01-15T19:25:17.9197177+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:25:17.9197314+00:00,Unknown,18x Chaos Orb,Chaos Orb,StackableCurrency,,18,
2026-01-15T19:25:24.6043361+00:00,Unknown,18x Chaos Orb,Chaos Orb,StackableCurrency,,18,
2026-01-15T19:25:24.6043479+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:25:27.0188150+00:00,Unknown,18x Chaos Orb,Chaos Orb,StackableCurrency,,18,
2026-01-15T19:25:27.0188241+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:25:28.1545371+00:00,Unknown,Desert Brigandine,Desert Brigandine,Body Armour,Rare,,Enchantment Life Modifier Effect and Only Green Sockets
2026-01-15T19:25:28.1545699+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T19:25:33.6287570+00:00,Unknown,Replica Volkuur's Guidance,Zealot Gloves,Gloves,Unique,,
2026-01-15T19:25:39.2509721+00:00,Unknown,Replica Veil of the Night,Great Helmet,Helmet,Unique,,
2026-01-15T19:26:50.9399568+00:00,Unknown,Eventuality Rod,Eventuality Rod,Warstaff,Rare,,
2026-01-15T19:26:50.9399888+00:00,Unknown,17x Gemcutter's Prism,Gemcutter's Prism,StackableCurrency,,17,
2026-01-15T19:26:50.9399957+00:00,Unknown,Replica Earendel's Embrace,Grinning Fetish,Sceptre,Unique,,
2026-01-15T19:26:50.9399993+00:00,Unknown,Void Sceptre,Void Sceptre,Sceptre,Rare,,Enchantment Speed Modifier Effect
2026-01-15T19:26:50.9400104+00:00,Unknown,Loricated Ringmail,Loricated Ringmail,Body Armour,Rare,,Enchantment Life Modifier Effect and Only Red Sockets
2026-01-15T19:27:27.2446639+00:00,Unknown,Replica Fragility,Crimson Jewel,Jewel,Unique,,
2026-01-15T19:27:27.2446744+00:00,Unknown,Royal Sceptre,Royal Sceptre,Sceptre,Rare,,Enchantment Speed Modifier Effect and Only Green Sockets
2026-01-15T19:27:27.2446823+00:00,Unknown,Replica Lioneye's Paws,Bronzescale Boots,Boots,Unique,,
2026-01-15T19:27:27.2446873+00:00,Unknown,Replica Earendel's Embrace,Grinning Fetish,Sceptre,Unique,,
2026-01-15T19:27:27.2446892+00:00,Unknown,Replica Allelopathy,Satin Gloves,Gloves,Unique,,
2026-01-15T19:28:08.0548161+00:00,Unknown,Prophecy Wand,Prophecy Wand,Wand,Rare,,Enchantment Critical Modifier Effect and Socket Penalty
2026-01-15T19:28:08.0548501+00:00,Unknown,Replica Twyzel,Blasting Wand,Wand,Unique,,
2026-01-15T19:28:08.2075805+00:00,Unknown,Replica Bitterdream,Shadow Sceptre,Sceptre,Unique,,
